Id,ActivityDate,edit_TotalSteps,editRatio_tSteps_tDist,edit_TotalDistance,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,edit_TotalMinutes,Calories
4702921684,4/30/2016,10144,"1,233","8,230","822,999,954,223,633",4,36,263,728,1031,3115
5577150313,4/30/2016,12363,"1,338","9,240","923,999,977,111,816",207,45,163,621,1036,4501
8792009665,4/30/2016,7174,"1,563","4,590","459,000,015,258,789",10,20,301,749,1080,2896
4445114986,4/30/2016,6222,"1,489","4,180","417,999,982,833,862",0,0,290,797,1087,2363
1644430081,4/30/2016,18213,"1,376","13,240","132,399,997,711,182",9,71,402,816,1298,3846
6117666160,4/30/2016,6987,"1,323","5,280","528,000,020,980,835",0,0,343,1040,1383,2275
8053475328,4/30/2016,7135,"1,276","5,590","559,000,015,258,789",27,1,131,1281,1440,2408
8583815059,4/30/2016,10085,"1,281","7,870","786,999,988,555,908",2,28,317,1093,1440,3164
6290855005,4/30/2016,6744,"1,322","5,100","509,999,990,463,257",0,0,324,1116,1440,2843
6775888955,4/30/2016,2503,"1,398","1,790","178,999,996,185,303",3,9,84,1344,1440,2280
3372868164,4/30/2016,5250,"1,466","3,580","357,999,992,370,605",17,4,300,1119,1440,1946
2320127002,4/30/2016,4571,"1,484","3,080","307,999,992,370,605",0,0,234,1206,1440,1779
2873212765,4/30/2016,8452,"1,488","5,680","567,999,982,833,862",5,20,248,1167,1440,1830
7007744171,4/30/2016,3761,"1,492","2,520","251,999,998,092,651",0,0,200,1240,1440,2051
1624580081,4/30/2016,6474,"1,506","4,300","430,000,019,073,486",11,23,224,1182,1440,1655
4558609924,4/30/2016,10319,"1,513","6,820","682,000,017,166,138",7,29,293,1111,1440,2105
8877689391,4/30/2016,27745,"1,038","26,720","267,199,993,133,545",124,4,223,1089,1440,4398
2022484408,4/30/2016,18387,"1,424","12,910","129,099,998,474,121",13,23,361,1043,1440,2732
1844505072,5/1/2016,2573,"1,514","1,700","170,000,004,768,372",0,7,75,585,667,1541
5553957443,5/1/2016,5164,"1,532","3,370","336,999,988,555,908",0,0,237,436,673,1747
4388161847,5/1/2016,10255,"1,300","7,890","78,899,998,664,856",12,15,241,579,847,2926
8378563200,5/1/2016,11419,"1,260","9,060","90,600,004,196,167",71,10,127,669,877,3369
3977333714,5/1/2016,10414,"1,473","7,070","707,000,017,166,138",41,40,124,691,896,1501
4319703577,5/1/2016,12510,"1,489","8,400","839,999,973,773,956",0,0,67,836,903,1593
2026352035,5/1/2016,3609,"1,583","2,280","227,999,997,138,977",0,0,191,716,907,1447
8792009665,5/1/2016,1619,"1,557","1,040","103,999,996,185,303",0,0,79,834,913,1962
6117666160,5/1/2016,8915,"1,325","6,730","673,000,001,907,349",0,0,397,525,922,2361
6962181067,5/1/2016,5454,"1,511","3,610","360,999,989,509,583",0,0,215,722,937,1740
5577150313,5/1/2016,13368,"1,338","9,990","998,999,977,111,816",194,72,178,499,943,4546
4445114986,5/1/2016,5232,"1,491","3,510","350,999,999,046,326",0,0,240,741,981,2246
7086361926,5/1/2016,12390,"1,535","8,070","806,999,969,482,422",30,15,258,685,988,2730
3372868164,5/1/2016,3077,"1,465","2,100","209,999,990,463,257",0,0,172,842,1014,1237
1503960366,5/1/2016,10602,"1,557","6,810","680,999,994,277,954",33,35,246,730,1044,1820
1644430081,5/1/2016,6132,"1,375","4,460","446,000,003,814,697",3,24,146,908,1081,2696
4558609924,5/1/2016,3428,"1,510","2,270","226,999,998,092,651",0,0,190,1121,1311,1692
7007744171,5/1/2016,5600,"1,493","3,750",3.75,0,0,237,1142,1379,2225
8053475328,5/1/2016,11700,"1,376","8,500","850,000,023,841,858",0,0,51,1389,1440,1886
2320127002,5/1/2016,7720,"1,485","5,200","519,999,980,926,514",0,0,40,1400,1440,1403
8583815059,5/1/2016,4512,"1,282","3,520","351,999,998,092,651",10,2,117,1311,1440,2596
8877689391,5/1/2016,10930,"1,314","8,320","831,999,969,482,422",36,12,166,1226,1440,2786
6290855005,5/1/2016,9837,"1,322","7,440","744,000,005,722,046",8,95,282,1055,1440,3327
6775888955,5/1/2016,2487,"1,397","1,780","177,999,997,138,977",9,34,50,1347,1440,2319
2022484408,5/1/2016,10538,"1,424","7,400","740,000,009,536,743",25,28,245,1142,1440,2380
1927972279,5/1/2016,2704,"1,446","1,870","187,000,000,476,837",14,1,70,1355,1440,2411
2873212765,5/1/2016,7399,"1,489","4,970","496,999,979,019,165",7,18,196,1219,1440,1739
1624580081,5/1/2016,36019,"1,285","28,030","280,300,006,866,455",186,63,171,1020,1440,2690
1644430081,5/2/2016,3758,"1,377","2,730","273,000,001,907,349",1,7,148,682,838,2580
4445114986,5/2/2016,6910,"1,455","4,750",4.75,27,4,200,667,898,2336
4319703577,5/2/2016,9261,"1,484","6,240","623,999,977,111,816",0,11,344,585,940,2270
7086361926,5/2/2016,10052,"1,476","6,810","680,999,994,277,954",66,26,139,737,968,2754
5553957443,5/2/2016,9769,"1,531","6,380","638,000,011,444,092",23,9,227,724,983,1996
8378563200,5/2/2016,6064,"1,261","4,810","480,999,994,277,954",63,4,142,802,1011,3491
8792009665,5/2/2016,1831,"1,565","1,170","116,999,995,708,466",0,0,101,916,1017,2015
5577150313,5/2/2016,7439,"1,338","5,560","555,999,994,277,954",37,20,235,732,1024,3014
6962181067,5/2/2016,12912,"1,512","8,540","853,999,996,185,303",18,39,313,655,1025,2162
3977333714,5/2/2016,16520,"1,495","11,050","110,500,001,907,349",24,143,176,713,1056,1760
2026352035,5/2/2016,7018,"1,613","4,350","434,999,990,463,257",0,0,355,716,1071,1690
1503960366,5/2/2016,14727,"1,517","9,710","971,000,003,814,697",41,15,277,798,1131,2004
4388161847,5/2/2016,10096,"1,202","8,400","839,999,961,853,027",33,4,204,935,1176,3147
4702921684,5/2/2016,7245,"1,224","5,920","592,000,007,629,395",5,40,195,1131,1371,2859
4020332650,5/2/2016,4750,"1,397","3,400","340,000,003,576,279",0,11,31,1350,1392,2207
8583815059,5/2/2016,8469,"1,281","6,610","66,100,001,335,144",0,0,0,1440,1440,2894
8877689391,5/2/2016,4790,"1,316","3,640","364,000,010,490,417",0,0,105,1335,1440,2189
6290855005,5/2/2016,6781,"1,322","5,130","513,000,011,444,092",0,0,268,1172,1440,2725
6117666160,5/2/2016,4933,"1,323","3,730","373,000,001,907,349",0,0,236,1204,1440,2044
8053475328,5/2/2016,1969,"1,377","1,430","142,999,994,754,791",0,0,95,1345,1440,1988
7007744171,5/2/2016,13041,"1,421","9,180","872,000,026,702,881",64,14,250,1112,1440,2642
2022484408,5/2/2016,10379,"1,424","7,290","728,999,996,185,303",36,8,277,1119,1440,2473
1927972279,5/2/2016,3790,"1,447","2,620","261,999,988,555,908",16,8,94,1322,1440,2505
1624580081,5/2/2016,7155,"1,451","4,930","492,999,982,833,862",7,6,166,1261,1440,1497
2320127002,5/2/2016,3634,"1,483","2,450","245,000,004,768,372",5,6,123,1306,1440,1613
2873212765,5/2/2016,7525,"1,487","5,060","505,999,994,277,954",0,7,334,1099,1440,1878
4558609924,5/2/2016,7891,"1,512","5,220","521,999,979,019,165",0,0,383,1057,1440,2066
8792009665,5/3/2016,2421,"1,562","1,550","154,999,995,231,628",0,0,156,739,895,2297
5577150313,5/3/2016,11045,"1,339","8,250",8.25,97,8,212,580,897,3795
3977333714,5/3/2016,14335,"1,495","9,590","959,000,015,258,789",47,41,258,594,940,1710
6962181067,5/3/2016,12109,"1,491","8,120","811,999,988,555,908",21,36,267,654,978,2072
4445114986,5/3/2016,7502,"1,448","5,180","517,999,982,833,862",30,2,233,725,990,2421
4319703577,5/3/2016,9648,"1,491","6,470","646,999,979,019,165",8,26,287,669,990,2235
7086361926,5/3/2016,10288,"1,522","6,760","676,000,022,888,184",57,36,152,761,1006,2754
4702921684,5/3/2016,9454,"1,233","7,670","767,000,007,629,395",0,0,313,729,1042,3145
8378563200,5/3/2016,8712,"1,261","6,910","690,999,984,741,211",71,20,195,822,1108,3784
5553957443,5/3/2016,12848,"1,531","8,390","839,000,034,332,275",26,29,247,812,1114,2116
4020332650,5/3/2016,4496,"1,396","3,220","322,000,002,861,023",0,0,174,950,1124,2828
1503960366,5/3/2016,15103,"1,563","9,660","965,999,984,741,211",50,24,254,816,1144,1990
2026352035,5/3/2016,5992,"1,611","3,720","372,000,002,861,023",0,0,304,981,1285,1604
4388161847,5/3/2016,12727,"1,300","9,790","978,999,996,185,303",18,18,306,984,1326,3290
6775888955,5/3/2016,9,1,"10,000","999,999,977,648,258",0,0,1,1439,1440,1843
1927972279,5/3/2016,13260,"1,441","9,200","920,000,016,689,301",10,0,17,1413,1440,2195
8583815059,5/3/2016,12015,"1,282","9,370","936,999,988,555,908",0,0,0,1440,1440,3212
8877689391,5/3/2016,10818,"1,318","8,210","821,000,003,814,697",19,3,229,1189,1440,2817
6290855005,5/3/2016,6047,"1,323","4,570","457,000,017,166,138",0,0,240,1200,1440,2671
7007744171,5/3/2016,14510,"1,335","10,870","971,000,003,814,697",58,31,330,1021,1440,2976
1644430081,5/3/2016,12850,"1,376","9,340","934,000,015,258,789",10,94,221,1115,1440,3324
2022484408,5/3/2016,12183,"1,394","8,740","873,999,977,111,816",72,14,250,1104,1440,2752
2320127002,5/3/2016,7443,"1,483","5,020","501,999,998,092,651",20,10,206,1204,1440,1878
2873212765,5/3/2016,7412,"1,488","4,980","498,000,001,907,349",1,6,363,1070,1440,1906
4558609924,5/3/2016,5267,"1,514","3,480","348,000,001,907,349",21,10,237,1172,1440,1953
1844505072,5/3/2016,4059,"1,515","2,680","26,800,000,667,572",0,0,184,1256,1440,1742
1624580081,5/3/2016,2100,"1,533","1,370","137,000,000,476,837",0,0,96,1344,1440,1334
8053475328,5/3/2016,15484,"1,301","11,900","118,999,996,185,303",87,22,165,1166,1440,3023
4445114986,5/5/2016,3800,"1,490","2,550","254,999,995,231,628",2,6,185,734,927,2120
6962181067,5/5/2016,10524,"1,512","6,960","696,000,003,814,697",14,22,305,591,932,2066
2026352035,5/5/2016,12167,"1,614","7,540","753,999,996,185,303",0,0,475,479,954,1926
3977333714,5/5/2016,12312,"1,435","8,580","857,999,992,370,605",14,88,178,680,960,1618
6117666160,5/5/2016,9799,"1,324","7,400","740,000,009,536,743",0,0,487,479,966,2636
4702921684,5/5/2016,8614,"1,232","6,990","698,999,977,111,816",8,5,241,745,999,3006
5553957443,5/5/2016,14331,"1,507","9,510","951,000,022,888,184",44,29,241,692,1006,2156
8378563200,5/5/2016,8567,"1,262","6,790","678,999,996,185,303",66,3,214,764,1047,3783
4388161847,5/5/2016,9603,"1,301","7,380","738,000,011,444,092",12,39,199,896,1146,2899
1503960366,5/5/2016,14070,"1,581","8,900","889,999,961,853,027",45,24,250,857,1176,1959
4020332650,5/5/2016,11728,"1,391","8,430","843,000,030,517,578",38,42,196,916,1192,3429
4319703577,5/5/2016,13658,"1,439","9,490","948,999,977,111,816",27,34,328,957,1346,2530
5577150313,5/5/2016,7550,"1,339","5,640","56,399,998,664,856",45,21,143,1153,1362,3004
8583815059,5/5/2016,12427,"1,282","9,690","96,899,995,803,833",0,0,70,1370,1440,3266
8877689391,5/5/2016,14055,"1,317","10,670","106,700,000,762,939",67,15,188,1170,1440,3052
6290855005,5/5/2016,6339,"1,323","4,790","478,999,996,185,303",0,0,239,1201,1440,2682
1644430081,5/5/2016,4363,"1,368","3,190","319,000,005,722,046",6,12,81,1341,1440,2463
2022484408,5/5/2016,11895,"1,425","8,350","835,000,038,146,973",55,20,253,1112,1440,2609
2873212765,5/5/2016,8314,"1,482","5,610","56,100,001,335,144",13,23,311,1093,1440,1971
2320127002,5/5/2016,5202,"1,482","3,510","350,999,999,046,326",0,11,223,1206,1440,1780
1844505072,5/5/2016,2237,"1,511","1,480","148,000,001,907,349",0,0,120,1320,1440,1589
4558609924,5/5/2016,10611,"1,514","7,010","701,000,022,888,184",14,8,370,1048,1440,2262
7086361926,5/5/2016,8564,"1,529","5,600","559,999,990,463,257",24,14,149,1253,1440,2386
1624580081,5/5/2016,2470,"1,534","1,610","161,000,001,430,511",0,0,117,1323,1440,1370
8053475328,5/5/2016,14990,"1,302","11,510","115,100,002,288,818",93,9,130,1208,1440,2950
7007744171,5/5/2016,15010,"1,352","11,100","10,039,999,961,853",53,23,317,1047,1440,2933
6117666160,5/6/2016,3365,"1,256","2,680","26,800,000,667,572",0,0,133,673,806,1838
2026352035,5/6/2016,8198,"1,614","5,080","507,999,992,370,605",0,0,383,511,894,1736
4702921684,5/6/2016,6943,"1,233","5,630","563,000,011,444,092",1,16,207,682,906,2859
3977333714,5/6/2016,11677,"1,410","8,280","827,999,973,297,119",29,55,168,676,928,1590
6962181067,5/6/2016,5908,"1,511","3,910","391,000,008,583,069",0,0,299,717,1016,1850
5553957443,5/6/2016,9632,"1,531","6,290","628,999,996,185,303",21,9,229,761,1020,1916
4319703577,5/6/2016,9524,"1,483","6,420","642,000,007,629,395",6,11,314,692,1023,2266
4020332650,5/6/2016,4369,"1,396","3,130","313,000,011,444,092",0,0,177,855,1032,2704
4445114986,5/6/2016,4514,"1,490","3,030","302,999,997,138,977",0,0,229,809,1038,2211
1503960366,5/6/2016,12159,"1,514","8,030","802,999,973,297,119",24,6,289,754,1073,1896
8378563200,5/6/2016,7045,"1,260","5,590","559,000,015,258,789",74,5,166,831,1076,3644
7086361926,5/6/2016,12461,"1,487","8,380","838,000,011,444,092",84,35,154,834,1107,2924
1844505072,5/6/2016,4400,"1,467","3,000","299,999,993,294,477",0,0,2,1438,1440,1351
8583815059,5/6/2016,5843,"1,281","4,560","455,999,994,277,954",2,22,166,1250,1440,2683
4388161847,5/6/2016,13175,"1,301","10,130","101,300,001,144,409",33,45,262,1100,1440,3425
6290855005,5/6/2016,6116,"1,324","4,620","461,999,988,555,908",0,0,305,1135,1440,2806
5577150313,5/6/2016,4950,"1,338","3,700","370,000,004,768,372",41,16,79,1304,1440,2643
1644430081,5/6/2016,9787,"1,375","7,120","711,999,988,555,908",11,6,369,1054,1440,3328
6775888955,5/6/2016,4697,"1,394","3,370","336,999,988,555,908",12,35,75,1318,1440,2496
2022484408,5/6/2016,10227,"1,424","7,180","717,999,982,833,862",24,17,295,1104,1440,2498
1927972279,5/6/2016,2091,"1,442","1,450","145,000,004,768,372",0,0,108,1332,1440,2383
2320127002,5/6/2016,4878,"1,483","3,290","328,999,996,185,303",0,0,204,1236,1440,1742
7007744171,5/6/2016,11459,"1,494","7,670","767,000,007,629,395",44,13,247,1136,1440,2553
4558609924,5/6/2016,3755,"1,514","2,480","248,000,001,907,349",0,0,202,1238,1440,1722
1624580081,5/6/2016,1727,"1,542","1,120","112,000,000,476,837",0,0,102,1338,1440,1341
8877689391,5/6/2016,21727,"1,123","19,340","193,400,001,525,879",96,17,232,1095,1440,4015
8053475328,5/6/2016,13953,"1,268","11,000",11,90,15,90,1245,1440,2859
2873212765,5/6/2016,7063,"1,487","4,750",4.75,0,5,370,1065,1440,1910
6775888955,5/7/2016,1967,"1,395","1,410","14,099,999,666,214",2,5,49,551,607,1032
6117666160,5/7/2016,7336,"1,324","5,540","553,999,996,185,303",0,0,412,456,868,2469
7086361926,5/7/2016,12827,"1,513","8,480","847,999,954,223,633",20,42,209,621,892,2739
2026352035,5/7/2016,4193,"1,613","2,600","259,999,990,463,257",0,0,229,665,894,1491
4319703577,5/7/2016,7937,"1,489","5,330","532,999,992,370,605",3,28,279,586,896,2158
4388161847,5/7/2016,22770,"1,298","17,540","175,400,009,155,273",120,56,260,508,944,4022
3977333714,5/7/2016,11550,"1,494","7,730","773,000,001,907,349",0,86,208,703,997,1574
5553957443,5/7/2016,1868,"1,531","1,220","122,000,002,861,023",0,0,96,902,998,1494
4445114986,5/7/2016,5183,"1,444","3,590","358,999,991,416,931",26,4,108,866,1004,2123
8378563200,5/7/2016,4468,"1,262","3,540","353,999,996,185,303",0,0,158,851,1009,2799
4702921684,5/7/2016,14370,"1,233","11,650","116,499,996,185,303",5,46,439,577,1067,3683
6962181067,5/7/2016,6815,"1,525","4,469",4.5,0,0,328,745,1073,1947
1503960366,5/7/2016,11992,"1,555","7,710","771,000,003,814,697",37,46,175,833,1091,1821
8053475328,5/7/2016,19769,"1,262","15,670","156,700,000,762,939",121,20,148,1076,1365,3331
4558609924,5/7/2016,8237,"1,514","5,440","544,000,005,722,046",23,16,233,1116,1388,1973
8583815059,5/7/2016,6117,"1,282","4,770","476,999,998,092,651",0,0,250,1190,1440,2810
6290855005,5/7/2016,5510,"1,321","4,170","417,000,007,629,395",0,0,227,1213,1440,2613
1644430081,5/7/2016,13372,"1,376","9,720","972,000,026,702,881",41,17,243,1139,1440,3404
4020332650,5/7/2016,6132,"1,394","4,400","440,000,009,536,743",0,0,184,1256,1440,2975
2022484408,5/7/2016,6708,"1,424","4,710","471,000,003,814,697",20,2,149,1269,1440,1995
1927972279,5/7/2016,1510,"1,452","1,040","103,999,996,185,303",0,0,48,1392,1440,2229
2873212765,5/7/2016,4940,"1,462","3,380","338,000,011,444,092",75,11,52,1302,1440,1897
2320127002,5/7/2016,7379,"1,485","4,970","496,999,979,019,165",0,0,319,1121,1440,1972
8877689391,5/7/2016,12332,"1,517","8,130","813,000,011,444,092",105,28,271,1036,1440,4142
1624580081,5/7/2016,2104,"1,536","1,370","137,000,000,476,837",0,0,182,1258,1440,1474
5553957443,5/8/2016,6083,"1,521","4,000",4,3,8,210,505,726,1762
4319703577,5/8/2016,3672,"1,493","2,460","246,000,003,814,697",0,0,153,603,756,1792
8378563200,5/8/2016,2943,"1,263","2,330","232,999,992,370,605",0,0,139,621,760,2685
1503960366,5/8/2016,10060,"1,529","6,580","657,999,992,370,605",44,8,203,574,829,1740
6117666160,5/8/2016,7328,"1,325","5,530","553,000,020,980,835",0,0,318,517,835,2250
2026352035,5/8/2016,5528,"1,602","3,450","345,000,004,768,372",0,0,258,610,868,1555
6962181067,5/8/2016,4188,"1,512","2,770","276,999,998,092,651",0,14,151,709,874,1659
4388161847,5/8/2016,17298,"1,203","14,380","143,800,001,144,409",107,38,178,576,899,3934
7086361926,5/8/2016,10677,"1,504","7,100","709,999,990,463,257",32,27,147,695,901,2534
3977333714,5/8/2016,13585,"1,494","9,090","909,000,015,258,789",9,116,171,688,984,1633
4020332650,5/8/2016,5862,"1,396","4,200","419,999,980,926,514",0,0,263,775,1038,3089
4445114986,5/8/2016,7303,"1,490","4,900","490,000,009,536,743",0,8,308,733,1049,2423
1644430081,5/8/2016,6724,"1,375","4,890","48,899,998,664,856",0,0,295,991,1286,2987
4702921684,5/8/2016,12857,"1,233","10,430","104,300,003,051,758",9,125,192,1019,1345,3287
4558609924,5/8/2016,6543,"1,511","4,330","432,999,992,370,605",66,35,238,1019,1358,2666
8583815059,5/8/2016,9217,"1,282","7,190","719,000,005,722,046",3,72,182,1183,1440,2940
8877689391,5/8/2016,10686,"1,318","8,110","810,999,965,667,725",17,4,245,1174,1440,2847
6290855005,5/8/2016,7706,"1,322","5,830","582,999,992,370,605",0,0,251,1189,1440,2712
2022484408,5/8/2016,3292,"1,425","2,310","230,999,994,277,954",0,0,135,1305,1440,1848
2873212765,5/8/2016,8168,"1,474","5,540","553,999,996,185,303",46,0,326,1068,1440,2096
2320127002,5/8/2016,5161,"1,483","3,480","348,000,001,907,349",0,0,247,1193,1440,1821
1624580081,5/8/2016,3427,"1,537","2,230","223,000,001,907,349",0,0,152,1288,1440,1427
8053475328,5/8/2016,22026,"1,248","17,650","176,499,996,185,303",125,14,228,1073,1440,3589
6117666160,5/9/2016,4477,"1,325","3,380","338,000,011,444,092",0,0,197,125,322,1248
4319703577,5/9/2016,10378,"1,491","6,960","696,000,003,814,697",2,14,374,490,880,2345
6962181067,5/9/2016,12342,"1,415","8,720","868,000,030,517,578",43,21,231,607,902,2105
4445114986,5/9/2016,5275,"1,490","3,540","353,999,996,185,303",0,0,266,641,907,2281
2026352035,5/9/2016,10685,"1,614","6,620","661,999,988,555,908",0,0,401,543,944,1869
5553957443,5/9/2016,11611,"1,532","7,580","757,999,992,370,605",59,22,251,667,999,2272
4702921684,5/9/2016,8232,"1,232","6,680","667,999,982,833,862",0,12,253,746,1011,2990
8378563200,5/9/2016,8382,"1,260","6,650","665,000,009,536,743",71,13,171,772,1027,3721
7086361926,5/9/2016,13566,"1,489","9,110","910,999,965,667,725",67,50,171,743,1031,2960
6290855005,5/9/2016,6277,"1,321","4,750",4.75,0,0,264,800,1064,2175
1503960366,5/9/2016,12022,"1,557","7,720","771,999,979,019,165",46,11,206,835,1098,1819
5577150313,5/9/2016,3421,"1,336","2,560","255,999,994,277,954",34,11,70,1099,1214,2489
4388161847,5/9/2016,10218,"1,300","7,860","78,600,001,335,144",6,19,258,1020,1303,3013
4020332650,5/9/2016,4556,"1,393","3,270","326,999,998,092,651",3,5,173,1225,1406,2785
8583815059,5/9/2016,9877,"1,283","7,700","769,999,980,926,514",66,4,110,1260,1440,2947
8053475328,5/9/2016,12465,"1,329","9,380","938,000,011,444,092",66,12,148,1214,1440,2765
1644430081,5/9/2016,6643,"1,375","4,830","482,999,992,370,605",32,6,303,1099,1440,3008
2022484408,5/9/2016,13379,"1,425","9,390","939,000,034,332,275",35,47,297,1061,1440,2709
3977333714,5/9/2016,14687,"1,457","10,080","100,799,999,237,061",8,122,151,1159,1440,1667
2320127002,5/9/2016,3090,"1,486","2,080","207,999,992,370,605",0,0,145,1295,1440,1630
2873212765,5/9/2016,7726,"1,489","5,190","519,000,005,722,046",0,0,345,1095,1440,1906
4558609924,5/9/2016,11451,"1,513","7,570","757,000,017,166,138",6,30,339,1065,1440,2223
1624580081,5/9/2016,1732,"1,533","1,130","112,999,999,523,163",0,0,91,1349,1440,1328
8877689391,5/9/2016,20226,"1,108","18,250",18.25,73,19,217,1131,1440,3710
4319703577,5/10/2016,9487,"1,489","6,370","636,999,988,555,908",3,12,329,555,899,2260
4388161847,5/10/2016,10299,"1,300","7,920","792,000,007,629,395",13,14,267,648,942,3061
5577150313,5/10/2016,8869,"1,334","6,650","665,000,009,536,743",104,37,194,639,974,3841
4020332650,5/10/2016,5546,"1,393","3,980","398,000,001,907,349",0,0,206,774,980,2926
3977333714,5/10/2016,13072,"1,489","8,780","877,999,973,297,119",1,115,196,676,988,1630
6962181067,5/10/2016,15448,"1,513","10,210","10,210,000,038,147",62,34,275,626,997,2361
4702921684,5/10/2016,10613,"1,233","8,610","860,999,965,667,725",1,37,262,701,1001,3172
4445114986,5/10/2016,3915,"1,489","2,630","263,000,011,444,092",0,0,231,783,1014,2181
2026352035,5/10/2016,2540,"1,588","1,600","159,999,996,423,721",0,0,17,1002,1019,1141
1503960366,5/10/2016,12207,"1,571","7,770","776,999,998,092,651",46,31,214,746,1037,1859
8378563200,5/10/2016,6582,"1,261","5,220","521,999,979,019,165",63,13,152,840,1068,3586
5553957443,5/10/2016,16358,"1,527","10,710","10,710,000,038,147",61,40,265,707,1073,2335
7086361926,5/10/2016,14433,"1,338","10,790","10,789,999,961,853",72,23,106,1182,1383,2800
8583815059,5/10/2016,8240,"1,281","6,430","642,999,982,833,862",9,43,162,1226,1440,2846
8877689391,5/10/2016,10733,"1,317","8,150","814,999,961,853,027",18,11,224,1187,1440,2832
1644430081,5/10/2016,9167,"1,376","6,660","665,999,984,741,211",12,19,155,1254,1440,2799
2022484408,5/10/2016,12798,"1,425","8,980","897,999,954,223,633",57,28,271,1084,1440,2797
2320127002,5/10/2016,6227,"1,483","4,200","419,999,980,926,514",0,0,290,1150,1440,1899
2873212765,5/10/2016,8275,"1,488","5,560","555,999,994,277,954",0,0,373,1067,1440,1962
1624580081,5/10/2016,2969,"1,538","1,930","192,999,994,754,791",0,0,139,1301,1440,1393
8053475328,5/10/2016,14810,"1,304","11,360","113,599,996,566,772",96,10,115,1219,1440,2926
4558609924,5/10/2016,6435,"1,514","4,250",4.25,11,18,220,1191,1440,1889
